region,season,tech,step,year,cost
NY,3,Battery_Storage,1,2034,0.0001
NY,3,Battery_Storage,1,2035,0.0001
NY,3,Solar,1,2030,0.0001
NY,3,Solar,1,2031,0.0001
NY,3,Solar,1,2032,0.0001
NY,3,Solar,1,2033,0.0001
NY,3,Solar,1,2034,0.0001
NY,3,Solar,1,2035,0.0001
NY,3,Solar,2,2030,0.0001
NY,3,Solar,2,2031,0.0001
NY,3,Solar,2,2032,0.0001
NY,3,Solar,2,2033,0.0001
NY,3,Solar,2,2034,0.0001
NY,3,Solar,2,2035,0.0001
NY,4,NG_Fired_Plant,1,2030,9.395454545
NY,4,NG_Fired_Plant,1,2031,9.381818182
NY,4,NG_Fired_Plant,1,2032,9.368181818
NY,4,NG_Fired_Plant,1,2033,9.363636364
NY,4,NG_Fired_Plant,1,2034,9.363636364
NY,4,NG_Fired_Plant,1,2035,9.368181818
NY,4,NG_Fired_Plant,2,2030,10.59411765
NY,4,NG_Fired_Plant,2,2031,10.57647059
NY,4,NG_Fired_Plant,2,2032,10.53529412
NY,4,NG_Fired_Plant,2,2033,10.51176471
NY,4,NG_Fired_Plant,2,2034,10.48823529
NY,4,NG_Fired_Plant,2,2035,10.45882353
NY,4,NG_Fired_Plant,3,2030,11.78571429
NY,4,NG_Fired_Plant,3,2031,11.75714286
NY,4,NG_Fired_Plant,3,2032,11.71428571
NY,4,NG_Fired_Plant,3,2033,11.67142857
NY,4,NG_Fired_Plant,3,2034,11.61904762
NY,4,NG_Fired_Plant,3,2035,11.59047619
NY,4,H2_Fired_Plant,1,2030,999
NY,4,H2_Fired_Plant,1,2031,999
NY,4,H2_Fired_Plant,1,2032,999
NY,4,H2_Fired_Plant,1,2033,999
NY,4,H2_Fired_Plant,1,2034,999
NY,4,H2_Fired_Plant,1,2035,999
NY,4,Hydro_Plant_seasonal,1,2030,0.0001
NY,4,Hydro_Plant_seasonal,1,2031,0.0001
NY,4,Hydro_Plant_seasonal,1,2032,0.0001
NY,4,Hydro_Plant_seasonal,1,2033,0.0001
NY,4,Hydro_Plant_seasonal,1,2034,0.0001
NY,4,Hydro_Plant_seasonal,1,2035,0.0001
NY,4,Hydro_Plant_regular,1,2030,0.0001
NY,4,Hydro_Plant_regular,1,2031,0.0001
NY,4,Hydro_Plant_regular,1,2032,0.0001
NY,4,Hydro_Plant_regular,1,2033,0.0001
NY,4,Hydro_Plant_regular,1,2034,0.0001
NY,4,Hydro_Plant_regular,1,2035,0.0001
NY,4,Battery_Storage,1,2030,0.0001
NY,4,Battery_Storage,1,2031,0.0001
NY,4,Battery_Storage,1,2032,0.0001
NY,4,Battery_Storage,1,2033,0.0001
NY,4,Battery_Storage,1,2034,0.0001
NY,4,Battery_Storage,1,2035,0.0001
NY,4,Solar,1,2030,0.0001
NY,4,Solar,1,2031,0.0001
NY,4,Solar,1,2032,0.0001
NY,4,Solar,1,2033,0.0001
NY,4,Solar,1,2034,0.0001
NY,4,Solar,1,2035,0.0001
NY,4,Solar,2,2030,0.0001
NY,4,Solar,2,2031,0.0001
NY,4,Solar,2,2032,0.0001
NY,4,Solar,2,2033,0.0001
NY,4,Solar,2,2034,0.0001
NY,4,Solar,2,2035,0.0001
